Unnamed: 0,Bug_Id,Product,Component,Status,Resolution,Summary,Changed,Description,Duplicate_Bug_Ids,Type,Updated,Bug Id
262,1641586,GeckoView,General,RESOLVED,DUPLICATE,GeckoWebExecutor.fetch returns 403 in private browsing,,more detail and str can be found in the  fenix bug  ,1530022.0,defect,2020-09-08 08:48:14,1641586.0
263,1674041,GeckoView,General,RESOLVED,DUPLICATE,[Bug] Baidu search causes unable to open any website,,from github    mobile fenix issues          steps to reproduce     open       enable desktop mode     login with a baidu account      设置      搜索设置                    mozilla fe        首页设置      enable  搜索结果：搜索结果是否在新窗口打开                     mozilla fe       search something on desktop mode baidu website    it will pop up a blank page     cannot open any website unless restarted firefox          expected behavior   everything is normal          actual behavior   cannot open any website unless restarted firefox               device information        android device        fenix version      nightly           ac             gv          as                change performed by the  move to bugzilla add on   ,1684967.0,defect,2021-01-11 08:52:03,1674041.0
266,1471560,GeckoView,General,RESOLVED,DUPLICATE,Crash in mozilla::gl::SharedSurface_SurfaceTexture::Commit,,this bug was filed from the socorro interface and is report bp                                                                           top   frames of crashing thread     libxul so mozilla  gl  sharedsurface surfacetexture  commit gfx gl sharedsurfaceegl cpp     libxul so mozilla  layers  canvasclientsharedsurface  updaterenderer gfx layers client canvasclient cpp     libxul so mozilla  layers  canvasclientsharedsurface  update gfx layers client canvasclient cpp     libxul so mozilla  layers  shareablecanvasrenderer  updatecompositableclient gfx layers shareablecanvasrenderer cpp     libxul so mozilla  layers  clientcanvaslayer  renderlayer gfx layers client clientcanvaslayer cpp     libxul so mozilla  layers  clientcontainerlayer  renderlayer gfx layers client clientcontainerlayer h     libxul so mozilla  layers  clientcontainerlayer  renderlayer gfx layers client clientcontainerlayer h     libxul so mozilla  layers  clientcontainerlayer  renderlayer gfx layers client clientcontainerlayer h     libxul so mozilla  layers  clientcontainerlayer  renderlayer gfx layers client clientcontainerlayer h     libxul so mozilla  layers  clientlayermanager  endtransactioninternal gfx layers client clientlayermanager cpp                                                                   there are   crashes in nightly starting with buildid    the moz crash reason is always  moz release assert    snorp  could you investigate please  ,1478754.0,defect,2018-12-20 08:27:20,1471560.0
268,1573584,GeckoView,General,RESOLVED,DUPLICATE,Crash in [@ libhwui.so@0x2fe32],,this bug is for crash report bp                top crash in the fenix     release      all devices are motorola running api         top   frames of crashing thread     libc so libc so      libhwui so libhwui so      libhwui so libhwui so      libhwui so libhwui so      liblog so liblog so      libhwui so libhwui so      liblog so liblog so      dalvik main space     dalvik main space       dalvik main space     dalvik main space       dalvik main space     dalvik main space         ,1374570.0,defect,2019-08-15 16:12:21,1573584.0
269,1439956,Firefox for iOS,Home screen,RESOLVED,DUPLICATE,Top Sites need safe area on iPhone X when in landscape,,created attachment   screen shot       at       png  build        device  iphone x ios       steps to reproduce     lauch firefox    on top sites  switch the view to landscape  actual results    top sites panel is not fully displayed in landscape   note    other panels are fine ,1419634.0,defect,2018-03-06 12:36:10,1439956.0
270,1450495,Firefox for iOS,Sync,RESOLVED,DUPLICATE,[PushBox] Fallback: retrieving undelivered tabs from pushbox.,,this should be done on application foregrounding  and periodically  as we currently do with synceverything ,1463826.0,enhancement,2018-07-16 13:52:07,1450495.0
271,1465387,GeckoView,General,RESOLVED,DUPLICATE,window.find throws NS_ERROR_NOT_AVAILABLE on fennec.,,see bug    where my test was backed out because of this   ,1358633.0,enhancement,2020-07-23 15:40:58,1465387.0
272,1337822,Firefox for iOS,General,RESOLVED,DUPLICATE,Make SearchEngines.getUnorderedBundledEngines more robust,,at the end of getunorderedbundledengines  there is a forced unwrap  which can trigger a crash if the call above to parser parse  failed   it is better to not show the search engine than to crash ,1354934.0,defect,2017-04-09 14:11:36,1337822.0
273,1330052,Firefox for iOS,Data Storage,RESOLVED,DUPLICATE,Bookmarks and history lost after unexpected shutdown,,the other day  my phone s battery ran out  and it shut down while i was using firefox  after charging the battery and restarting firefox  i noticed my local bookmarks and history were all gone  interestingly  cookies and preferences are still there   richard says it s possible to retrieve the old browser db bak via iexplorer  i ll try that now and see if it yields anything interesting ,1368719.0,defect,2017-06-08 12:34:22,1330052.0
274,1450485,Firefox for iOS,Sync,RESOLVED,DUPLICATE,[PushBox] Check capabilities before send tab.,,this bug covers sending of tabs via push box  and uses the old sync clients collections if the receiver does not have the capability to receive pushboxed tabs ,1463826.0,defect,2018-07-16 13:51:33,1450485.0
275,1567640,GeckoView,General,RESOLVED,DUPLICATE,./mach build should build |android build-geckoview_example|,,   mach build  on an android build only builds application code  but not tests  we should make    mach build  build everything that    mach android build geckoview example  builds too ,1550146.0,task,2019-08-29 07:29:11,1567640.0
279,1450486,Firefox for iOS,Sync,RESOLVED,DUPLICATE,[PushBox] Prepare the tab as a JSON payload.,,this json payload has been specced in bug   ,1463826.0,defect,2018-07-16 13:51:30,1450486.0
280,1586037,GeckoView,General,RESOLVED,DUPLICATE,Remove `jni::IsFennec()` and `nsIAndroidBridge::IsFennec()`,,we re never fennec ,1694481.0,defect,2021-03-17 21:43:04,1586037.0
281,1542102,GeckoView,General,RESOLVED,DUPLICATE,IndexedDB fails in Focus 8.0.8 + GV 65,,this bug was originally filed on the webcompat issue tracker      str     load   ps   in focus           result  the page shows a pop up saying  errror   sic  instead of loading the content   i can reproduce bug in focus          but not in   focus         fennec   fennec   beta fennec   nightly fenix   reference browser    tom wisniewski isolated a simple test case that reproduces the problem in focus   gv      var request   window indexeddb open  request onerror   function  alert  console log     ,781982.0,defect,2019-04-18 05:13:49,1542102.0
282,1570976,GeckoView,General,RESOLVED,DUPLICATE,GeckoResult.ALLOW is sometimes unusable,, geckoresult allow  is sometimes created on a thread without a  looper   making it impossible to  then   it  this is not ideal  as it s unusable for return values in  geckosession  delegates  we should probably just remove this api and add something like  geckoresult allow   which creates a new  geckoresult  each time ,1697270.0,defect,2021-09-28 13:37:19,1570976.0
283,1478687,Firefox for iOS,General,RESOLVED,DUPLICATE,Login screen should have Dark Theme,,created attachment   screen shot       at       pm png  build      device  iphone   ios       pre conditions    dark theme enabled  steps to reproduce     open settings    login  expected results    login screen should have dark theme   tapping on a login should also have dark theme,1497818.0,defect,2018-10-25 00:54:50,1478687.0
285,1450487,Firefox for iOS,Sync,RESOLVED,DUPLICATE,[PushBox] Encrypt the Sendtab Payload before sending it to a client.,,this involves finding the receiving device s push keys and encrypting the pushbox payload with them ,1463826.0,defect,2018-07-16 13:51:27,1450487.0
287,1507857,GeckoView,General,RESOLVED,DUPLICATE,Use `IdleTaskRunner` to schedule `QueryVisitedState` messages for new visited URIs,,smaug suggested using  idletaskrunner  create  to dispatch these  with a high enough budget and at least the   delay that we have now ,1593690.0,enhancement,2019-11-04 09:51:44,1507857.0
